Poster_Link,title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,show_id,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMAZONPRIME
"https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Exorcist,1973,A,122 min,Horror,8,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",81,William Friedkin,Ellen Burstyn,Max von Sydow,Linda Blair,Lee J. Cobb,362393,"232,906,145",s9369,TV Show,,,,,2017,18+,2 Seasons,TV Shows,"Opening an entirely new chapter in the iconic franchise, Season Two of THE EXORCIST finds FATHER TOMAS ORTEGA (Alfonso Herrera) and a newly collarless MARCUS KEANE (Ben Daniels) out of Chicago and heading west, on a collision course with Hell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Butch Cassidy and the Sundance Kid,1969,PG,110 min,"Biography, Crime, Drama",8,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",66,George Roy Hill,Paul Newman,Robert Redford,Katharine Ross,Strother Martin,201888,"102,308,889",s9236,Movie,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Donnelly Rhodes, Jody Gilbert, Timothy Scott, Don Keefer, Charles Dierkop, Francisco Cordova, Nelson Olmstead, Paul Bryar, Sam Elliott, Claude Akins",,,1969,PG,110 min,"Action, Drama, Western","Sundance is a mighty quick draw, and his partner Butch is a gifted get-rich-quick schemer. With the law on their trail, the two pack their guns, and, along with Sundance's girlfriend, head for Bolivia, away from the men trying to bring them to justice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BZmEwZGU2NzctYzlmNi00MGJkLWE3N2MtYjBlN2ZhMGJkZTZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Rosemary's Baby,1968,A,137 min,"Drama, Horror",8,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,96,Roman Polanski,Mia Farrow,John Cassavetes,Ruth Gordon,Sidney Blackmer,193674,,s7073,TV Show,,"Zoe Saldana, Patrick J. Adams",,,2014,TV-14,1 Season,Drama,"Based on the best-selling novel by Ira Levin, ""Rosemary's Baby"" centers on a young married couple who move to Paris in hopes of leaving their past behind. After a series of unfortunate events, Rosemary and Guy Woodhouse are presented with an offer they can't refuse - an apartment at the most prestigious address in the city. They soon realize it comes with a haunted past and an immeasurable price.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Graduate,1967,A,106 min,"Comedy, Drama, Romance",8,A disillusioned college graduate finds himself torn between his older lover and her daughter.,83,Mike Nichols,Dustin Hoffman,Anne Bancroft,Katharine Ross,William Daniels,253676,"104,945,305",s9073,Movie,Mike Nichols,"Dustin Hoffman, Anne Bancroft, Katharine Ross, Norman Fell, William Daniels, Murray Hamilton, Elizabeth Wilson, Brian Avery, Walter Brooke",,,1967,PG,106 min,"Comedy, Drama","Hollywood darlings Dustin Hoffman, Anne Bancroft and Katharine Ross create one outrageous love triangle in this groundbreaking American film classic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Roman Holiday,1953,,118 min,"Comedy, Romance",8,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,78,William Wyler,Gregory Peck,Audrey Hepburn,Eddie Albert,Hartley Power,127256,,s1138,Movie,William Wyler,"Gregory Peck, Audrey Hepburn, Eddie Albert",,,1953,7+,118 min,"Comedy, Romance","Audrey Hepburn captured an Oscar for her portrayal of a modern-day princess, rebelling against the royal obligations, who explores Rome on her own. She meets Gregory Peck, an American newspaperman who, seeking an exclusive story, pretends ignorance of her true identity. But his plan falters as they fall in love.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BNjRmZjcwZTQtYWY0ZS00ODAwLTg4YTktZDhlZDMwMTM1MGFkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",In a Lonely Place,1950,,94 min,"Drama, Film-Noir, Mystery",8,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",,Nicholas Ray,Humphrey Bogart,Gloria Grahame,Frank Lovejoy,Carl Benton Reid,26784,,s2124,Movie,Nicholas Ray,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid, Art Smith, Jeff Donnell, Martha Stewart, John Mitchum, James Arness, Billy Gray",,,1950,13+,93 min,"Drama, Suspense","A potentially violent screenwriter (Humphrey Bogart) is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMGUwZjliMTAtNzAxZi00MWNiLWE2NzgtZGUxMGQxZjhhNDRiXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Knives Out,2019,UA,130 min,"Comedy, Crime, Drama",7.9,"A detective investigates the death of a patriarch of an eccentric, combative family.",82,Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis,454203,"165,359,751",s5656,Movie,Rian Johnson,"Ana De Armas, Toni Collette, Christopher Plummer, Don Johnson, Michael Shannon, Jaeden Martell, Riki Lindhome, Chris Evans, Jamie Lee Curtis, Lakeith Stanfield, Daniel Craig, Katherine Langford",United States,,2019,PG-13,130 min,Comedy,"When renowned crime novelist Harlan Thrombey is found dead at his estate, the inquisitive Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",In Bruges,2008,R,107 min,"Comedy, Crime, Drama",7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",67,Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington,390334,"7,757,130",s7467,Movie,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ralph Fiennes, Clemence Poesy, Jeremie Renier",,,2008,R,108 min,"Action, Comedy, Drama",HD. European hit men Colin Farrell and Brendan Gleeson unwind in Belgium after a blundered job in this film.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Fall,2006,R,117 min,"Adventure, Drama, Fantasy",7.9,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",64,Tarsem Singh,Lee Pace,Catinca Untaru,Justine Waddell,Kim Uylenbroek,107290,"2,280,348",s671,TV Show,,"Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi, Niamh McGrady, Bronagh Waugh, Sarah Beattie",,,2016,TV-MA,3 Seasons,"Drama, Suspense","Gillian Anderson returns as Detective Superintendent Stella Gibson in The Fall. She has arrested Spector but will he survive the gunshot wounds sustained in police custody? Will he ever face justice? As The Fall reaches its inexorable conclusion, it's clear that the rules of this deadly game of cat and mouse are set to shift once again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Almost Famous,2000,A,122 min,"Adventure, Comedy, Drama",7.9,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,90,Cameron Crowe,Billy Crudup,Patrick Fugit,Kate Hudson,Frances McDormand,252586,"32,534,850",s9410,Movie,Cameron Crowe,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee, Patrick Fugit, Anna Paquin, Fairuza Balk, Zooey Deschanel, Noah Taylor, Philip Seymour Hoffman",,,2000,R,161 min,Drama,"Director/Writer Cameron Crowe won an Oscar for this deeply personal and universally entertaining coming-of-age story, following a 15-year-old journalist on the road with an up-and-coming rock band in the early 1970s.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Harold and Maude,1971,PG,91 min,"Comedy, Drama, Romance",7.9,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",62,Hal Ashby,Ruth Gordon,Bud Cort,Vivian Pickles,Cyril Cusack,70826,,s2249,Movie,Hal Ashby,"Ruth Gordon, Bud Cort, Tom Skerritt",United States,,1971,PG,92 min,"Comedy, Drama","Harold is young, rich and obsessed with death. Maude is a lovable a fun-loving 80-year-old eccentric. When the two meet at a funeral and develop a deep bond, they must reconcile their disparate beliefs about the meaning life.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Charade,1963,U,113 min,"Comedy, Mystery, Romance",7.9,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,83,Stanley Donen,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,68689,"13,474,588",s6098,Movie,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn, George Kennedy",,,1963,16+,113 min,Comedy,"In Paris, romance and suspense ensue as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",High Noon,1952,PG,85 min,"Drama, Thriller, Western",7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",89,Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,Lloyd Bridges,97222,"9,450,000",s4490,Movie,Fred Zinnemann,"Gary Cooper, Lloyd Bridges, Grace Kelly, Thomas Mitchell, Lon Chaney, Katy Jurado, Otto Kruger, Henry Morgan, Ian MacDonald, Eve McVeagh",,,1952,PG,85 min,"Drama, Suspense, Western",Gary Cooper won the Oscar for the Best Actor in this classic tale of a lawman who stands alone to defend a town of cowardly citizens against a gang of revenge-seeking criminals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",The Big Sleep,1946,Passed,114 min,"Crime, Film-Noir, Mystery",7.9,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",,Howard Hawks,Humphrey Bogart,Lauren Bacall,John Ridgely,Martha Vickers,78796,"6,540,000",s740,Movie,,,,,2007,NR,29 min,Music Videos and Concerts,"The Big Sleep play the Insound party - complete with beach balls, cheap beer, and good instrumental music.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",His Girl Friday,1940,Passed,92 min,"Comedy, Drama, Romance",7.9,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,,Howard Hawks,Cary Grant,Rosalind Russell,Ralph Bellamy,Gene Lockhart,53667,"296,000",s6642,Movie,Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart, Porter Hall",,,1940,16+,92 min,"Comedy, Drama, Romance",A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BZmVhN2JlYjEtZWFkOS00YzE0LThiNDMtMGI3NDA1MTk2ZDQ2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Raazi,2018,UA,138 min,"Action, Drama, Thriller",7.8,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,25344,,s1228,Movie,Meghna Gulzar,"Alia Bhatt, Vicky Kaushal",India,,2018,13+,137 min,"Drama, International, Suspense","Set in 1971, when the winds of war were blowing between India and Pakistan, Raazi – an adaptation of Harinder Sikka’s novel “Calling Sehmat” – is a true-life story involving a 20 year old Kashmiri girl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BNjcyYjg0M2ItMzMyZS00NmM1LTlhZDMtN2MxN2RhNWY4YTkwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",Sound of Metal,2019,R,120 min,"Drama, Music",7.8,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,81,Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Lauren Ridloff,27187,,s5785,Movie,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff, Mathieu Amalric",United States,,2020,R,121 min,Drama,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Manchester by the Sea,2016,UA,137 min,Drama,7.8,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,96,Kenneth Lonergan,Casey Affleck,Michelle Williams,Kyle Chandler,Lucas Hedges,246963,"47,695,120",s4693,Movie,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges, Gretchen Mol, Matthew Broderick",United States,,2016,R,137 min,Drama,Casey Affleck leads an all-star cast in this acclaimed and poignant film about a solitary janitor whose life is transformed after he becomes the guardian of his 16-year-old nephew.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Little Women,2019,U,135 min,"Drama, Romance",7.8,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",91,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen,143250,"108,101,214",s6390,Movie,Lela Swift,"Mary Sinclair, Kent Smith, John Baragrey",,,1950,7+,56 min,Drama,"Sisters Meg, Josephine, Amy, and Beth, with the help of their mother, must keep their family going while their father serves for the Union in the Civil War. Based on Louisa May Alcott's life with her sisters in Massachusetts, the familial bond keeps the sisters going through relationships, tragedy, and growing up.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTU2OTcyOTE3MF5BMl5BanBnXkFtZTgwNTg5Mjc1MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Pride,2014,R,119 min,"Biography, Comedy, Drama",7.8,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,79,Matthew Warchus,Bill Nighy,Imelda Staunton,Dominic West,Paddy Considine,51841,,s3793,Movie,Matthew Warchus,"Bill Nighy, Andrew Scott, Imelda Staunton, Dominic West, George MacKay",,,2014,R,120 min,"Arthouse, Comedy, Documentary","PRIDE is inspired by an extraordinary true story. It's the summer of 1984, Margaret Thatcher is in power and the National Union of Mineworkers is on strike, prompting a London-based group of gay and lesbian activists to raise money to support the strikers' families. Initially rebuffed by the Union, the group identifies a tiny mining village in Wales and sets off to make their donation in person..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Taken,2008,A,90 min,"Action, Thriller",7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",51,Pierre Morel,Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser,564791,"145,000,989",s9089,Movie,Pierre Morel,"Liam Neeson, Famke Janssen, Leland Orser, Radivoje Bukvic, Mathieu Busson, Holly Valance, Katie Cassidy, Xander Berkeley, Nicolas Giraud, Maggie Grace, Jon Gries, Michael Mandaville, Luc Besson, Robert Mark Kamen, Christophe Kourotchkine, Valentin Kalaj, Nabil Massad, Jalil Naciri, Edwin Kruger, Olivier Rabourdin, Anca Radici, Christy Reese, Nathan Rippy, Opender Singh, Helena Soubeyrand, Tommy Spahija, Anatole Taubman, Bertrand Treuil, George Hertzberg, David Warshofsky, Ivette Gonzalez, Gerard Watkins, Don Abernathy, Pierre Morel, Didier Hoarau, Franck Lebreton",,,2009,PG-13,91 min,"Action, Drama","When his estranged daughter is kidnapped in Paris, a former spy (Liam Neeson) sets out to find her at any cost. Relying on his special skills, he tracks down the ruthless gang that abducted her and launches a one-man war to bring them to justice and rescue his daughter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
