Poster_Link,title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,show_id,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMAZONPRIME
"https://m.media-amazon.com/images/M/MV5BMGRiYjE0YzItMzk3Zi00ZmYwLWJjNDktYTAwYjIwMjIxYzM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Atonement,2007,R,123 min,"Drama, Mystery, Romance",7.8,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,85,Joe Wright,Keira Knightley,James McAvoy,Brenda Blethyn,Saoirse Ronan,251370,"50,927,067",s9258,Movie,Joe Wright,"Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West, James McAvoy, Harriet Walter, Keira Knightley, Juno Temple, Felix von Simson, Charlie von Simson, Alfie Allen, Patrick Kennedy, Benedict Cumberbatch, Peter Wight, Leander Deeny, Peter O'Connor, Daniel Mays, Nonso Anozie, Michel Vuillermoz, Lionel Abelanski, Nick Bagnall, Charlie Banks, Jamie Beamish, Madeline Crowe, Scarlett Dalton, Michelle Duncan, Matthew Forest, Romola Garai, Vivienne Gibbs, Olivia Grant, Ben Harcourt, Jack Harcourt, Paul Harper, Mark Holgate, Ryan Kiggell, Katy Lawrence, Neil Maskell, Gina McKee, Anthony Minghella, Jade Moulla, John Normington, Georgia Oakley, Alice Orr-Ewing, Catherine Philps, Jay Quinn, Vanessa Redgrave, Bryony Reiss, J?r?mie Renier, Kelly Scott, Billy Seymour, Sarah Shaul, Anna Singleton, Richard Stacey, Emily Thomson, Tilly Vosburgh, Ben Webb",,,2007,R,123 min,"Drama, Suspense","Nominated for 7 Academy Awards, including Best Picture, this stunning epic love story stars Keira Knightley and James McAvoy and is hailed by critics as ""a ravishing romance.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Little Miss Sunshine,2006,UA,101 min,"Comedy, Drama",7.8,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,80,Jonathan Dayton,Valerie Faris,Steve Carell,Toni Collette,Greg Kinnear,439856,"59,891,098",s9645,Movie,"Jonathan Dayton, Valerie Faris","Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin, Steve Carell, Toni Collette, Grant Hayes, Justin Shilton, Alissa Anderegg, Jerry Giles, Beth Grant",United States,,2006,R,103 min,"Comedy, Drama","A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus. A quirky, heartfelt comedy-drama. Winner of two Oscars.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",The Count of Monte Cristo,2002,PG-13,131 min,"Action, Adventure, Drama",7.8,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",61,Kevin Reynolds,Jim Caviezel,Guy Pearce,Christopher Adamson,JB Blanc,129022,"54,234,062",s711,Movie,David Greene,"Richard Chamberlain, Donald Pleasence",,,1975,13+,103 min,Drama,"A classic tale of injustice, revenge and retribution, in which Edmond Dantes is falsely accused by three men of conspiring with Napoleon. Richard Chamberlain stars in this definitive adaptation of Alexandre Dumas' perennial favourite novel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",The Game,1997,UA,129 min,"Action, Drama, Mystery",7.8,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",61,David Fincher,Michael Douglas,Deborah Kara Unger,Sean Penn,James Rebhorn,345096,"48,323,648",s4895,Movie,Felipe Bretas,"Lipy Adler, Leo Paes Leme, Ronan Horta, Emicio Orciollo Neto, Charles Paraventi, Sofia Starling, Lazuli Barbosa, Diogo Sales, Junior Vieira, Luiz Antonio Pilar",,,2021,16+,80 min,"Comedy, Unscripted","12 confined actors in a house dispute a reality show that aims to find the next great artist. In order to stand out in this reality, actors will have to go deep inside the game and avoid controversial and unethical techniques used by producers to reach audience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BNjk3YzFjYTktOGY0ZS00Y2EwLTk2NTctYTI1Nzc2OWNiN2I4XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lady Vanishes,1938,,96 min,"Mystery, Thriller",7.8,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",98,Alfred Hitchcock,Margaret Lockwood,Michael Redgrave,Paul Lukas,May Whitty,47400,,s5319,Movie,Diarmuid Lawrence,"Tuppence Middleton, Tom Hughes, Selina Cadell, Keeley Hawes",,,2013,,86 min,"Drama, Suspense","A stunning new adaptation of the classic 1930s thriller that sees a beautiful, spoilt young woman risking her life to solve the mysterious disappearance of her traveling companion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTQ0Njc1MjM0OF5BMl5BanBnXkFtZTgwNTY2NTUyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Frankenstein,1931,Passed,70 min,"Drama, Horror, Sci-Fi",7.8,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,91,James Whale,Colin Clive,Mae Clarke,Boris Karloff,John Boles,65341,,s4254,Movie,Marcus Nispel,"Parker Posey, Adam Goldberg, Vincent Perez, Thomas Kretschmann, Michael Madsen",,,2004,16+,87 min,"Horror, Science Fiction, Suspense","When a detective begins investigating a series of horrific murders, she is lead to a mad doctor who has sustained his creature and himself for over 200 years through genetic experimentation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",The Social Network,2010,UA,120 min,"Biography, Drama",7.7,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",95,David Fincher,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara,624982,"96,962,694",s8237,Movie,David Fincher,"Jesse Eisenberg, Justin Timberlake, Andrew Garfield, Armie Hammer, Rashida Jones, Max Minghella, Brenda Song, Josh Pence, Doug Urbanski, John Getz, Rooney Mara, David Selby, Denise Grayson",,,2010,PG-13,120 min,"Comedy, Drama","A story about the founders of the social-networking website, Facebook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BNTEzOTYwMTcxN15BMl5BanBnXkFtZTcwNTgyNjI1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Control,2007,R,122 min,"Biography, Drama, Music",7.7,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",78,Anton Corbijn,Sam Riley,Samantha Morton,Craig Parkinson,Alexandra Maria Lara,61609,"871,577",s7238,Movie,Anton Corbijn,"Sam Riley, Samantha Morton, Alexandra Maria Lara, Joe Anderson",,,2021,R,122 min,"Arts, Entertainment, and Culture","Wanting to emulate his musical heroes, Ian Curtis joins a band, Joy Division. The singers professional, personal and romantic troubles slowly begin to eat away at him; leading him to commit suicide at the age of 23.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BM2U5OWM5NWQtZDYwZS00NmI3LTk4NDktNzcwZjYzNmEzYWU1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg",Hamlet,1996,PG-13,242 min,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",s9186,Movie,Laurence Olivier,"Laurence Olivier, John Laurie, Jean Simmons, Esmond Knight, Anthony Quayle",,,1948,13+,154 min,Drama,Laurence Olivier directs himself in this classic rendition of William Shakespeare's tale of the brooding Danish prince who decides to exact revenge on his uncle for the murder of his father.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BZDVhNzQxZDEtMzcyZC00ZDg1LWFkZDctOWYxZTY0ZmYzYjc2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg",The Odd Couple,1968,G,105 min,Comedy,7.7,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",86,Gene Saks,Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,31572,"44,527,234",s505,Movie,Gene Saks,"Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman, Monica Evans",,,1968,G,105 min,"Comedy, Drama","Two divorced men decide to share a New York apartment. Fussy Felix, fastidious to a fault. He proves that cleanliness is next to insanity. And Oscar, who wreaks havoc on a tidy room with the speed and thoroughness of a tornado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BZjM3ZTAzZDYtZmFjZS00YmQ1LWJlOWEtN2I4MDRmYzY5YmRlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Peeping Tom,1960,,101 min,"Drama, Horror, Thriller",7.7,"A young man murders women, using a movie camera to film their dying expressions of terror.",,Michael Powell,Karlheinz Böhm,Anna Massey,Moira Shearer,Maxine Audley,31354,"83,957",s7719,Movie,Michael Powell,"Karl Heinz Böhm, Jack Watson, Moira Shearer, Anna Massey, Maxine Audley, Nigel Davenport",,,1962,16+,101 min,Suspense,"A disturbed filmmaker (Carl Boehm) literally kills with his camera in this ahead-of-its-time shocker from revered British director Michael Powell. Like the same year's Psycho, this film's combination of voyeurism, eroticism and horror repelled some 1960 critics, but its cult reputation soared in later years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BYTExYjM3MDYtMzg4MC00MjU4LTljZjAtYzdlMTFmYTJmYTE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Invasion of the Body Snatchers,1956,Approved,80 min,"Drama, Horror, Sci-Fi",7.7,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,92,Don Siegel,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,44839,,s2093,Movie,Don Siegel,"Kevin McCarthy, King Donovan, Dana Wynter, Larry Gates",,,1956,PG,80 min,"Drama, Horror, Science Fiction",A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",The Quiet Man,1952,Passed,129 min,"Comedy, Drama, Romance",7.7,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",,John Ford,John Wayne,Maureen O'Hara,Barry Fitzgerald,Ward Bond,34677,"10,550,000",s5006,Movie,John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond, Victor McLaglen",,,1952,13+,129 min,"Comedy, Drama","An American ex-boxer returns to Ireland to win the hand of a spirited young woman. He is confronted by local customs and the woman's belligerent brother. Set in the verdant Irish countryside, this film has beautiful scenery and local charm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BYzM3YjE2NGMtODY3Zi00NTY0LWE4Y2EtMTE5YzNmM2U1NTg2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",The African Queen,1951,PG,105 min,"Adventure, Drama, Romance",7.7,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",91,John Huston,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,71481,"536,118",s774,Movie,John Huston,"Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull",,,1952,13+,105 min,"Adventure, Drama, Military and War","In Africa during WW1, a gin-swilling riverboat owner/captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTc5NzQzNjk2NF5BMl5BanBnXkFtZTgwODU0MjI5NjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Victoria,2015,,138 min,"Crime, Drama, Romance",7.6,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,77,Sebastian Schipper,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,52903,,s5526,Movie,Ural Safin,"Nino Kantariya, Vitaliya Kornienko, Evgeniya Malakhova, Dmitriy Miller, Maksim Shchyogolev",,,2021,16+,89 min,"Action, Comedy","MMA fighter Kirill is living a typical bachelor lifestyle, until a 5 year old appears, daughter of one of his one-night stands. Kirill must find out who the girl is and find her mother. Gradually, he starts taking responsibility to her and finally becomes a grown-up himself - to fight and win.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BODhkZDIzNjgtOTA5ZS00MmMzLWFkNjYtM2Y2MzFjN2FkNjAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",True Grit,2010,PG-13,110 min,"Drama, Western",7.6,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,80,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,Hailee Steinfeld,311822,"171,243,005",s5313,Movie,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall, Dennis Hopper, Strother Martin, John Fiedler",,,1969,G,128 min,"Action, Drama, Western","A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn young woman track down her father's murderer in Indian territory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",21 Grams,2003,UA,124 min,"Crime, Drama, Thriller",7.6,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",70,Alejandro G. Iñárritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,224545,"16,290,476",s8167,Movie,Alejandro G. Iñárritu,"Sean Penn,  Benicio Del Toro,  Naomi Watts,  Danny Huston",,,2003,R,125 min,"Drama, Suspense","The emotionally and physically charged lives of three people – a professor (Sean Penn), an ex-con (Benicio Del Toro) and a mother with a reckless past (Naomi Watts) – collide in this thriller.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Minority Report,2002,A,145 min,"Action, Crime, Mystery",7.6,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",80,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,508417,"132,072,926",s6306,Movie,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton, Max Von Sydow, Lois Smith",United States,,2002,PG-13,145 min,"Drama, Science Fiction","Set in Washington D.C. in 2054, where police utilize a psychic technology to arrest and convict murderers before they commit their crime. Tom Cruise plays the head of this Precrime unit and is himself accused of the future murder of a man he hasn't even met.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BMTA3OTYxMzg0MDFeQTJeQWpwZ15BbWU4MDY1MjY0MTEx._V1_UX67_CR0,0,67,98_AL_.jpg",The Hurricane,1999,R,146 min,"Biography, Drama, Sport",7.6,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",74,Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber,91557,"50,668,906",s6610,Movie,John Ford,"Dorothy Lamour, Jon Hall, Mary Astor",,,1938,13+,104 min,"Action, Drama, Romance",A Polynesian sailor – unjustly imprisoned after defending himself against a colonial bully – is relentlessly persecuted by his island's martinet French governor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Apollo 13,PG,U,140 min,"Adventure, Drama, History",7.6,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,77,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,269197,"173,837,933",s3231,Movie,"Noel Buckner, Rob Whittlesey","John Aaron, Fred Haise",,,1994,7+,51 min,Documentary,"They were 200,000 miles from Earth when an explosion crippled their spacecraft, stranding them, perhaps forever. Relive the thrilling true story of the catastrophic flight of Apollo 13 and the crew's heroic battle against the odds in this documentary, through first-hand accounts from the pilots, their families, and Mission Control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BNjg5ZDM0MTEtYTZmNC00NDJiLWI5MTktYzk4N2QxY2IxZTc2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR3,0,67,98_AL_.jpg",Delicatessen,1991,R,99 min,"Comedy, Crime",7.6,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,66,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,Dominique Pinon,Pascal Benezech,80487,"1,794,187",s7674,Movie,"Jean-Pierre Jeunet, Marc Caro","Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus, Karin Viard, Rufus, Ticky Holgado, Jean-Francois Perrier",,,1992,R,99 min,"Comedy, Drama",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"https://m.media-amazon.com/images/M/MV5BNWQ4MGZlZmYtZjY0MS00N2JhLWE0NmMtOTMwMTk4NDQ4NjE2XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",On Golden Pond,1981,UA,109 min,Drama,7.6,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",68,Mark Rydell,Katharine Hepburn,Henry Fonda,Jane Fonda,Doug McKeon,27650,"119,285,432",s9136,Movie,Mark Rydell,"Henry Fonda, Katherine Hepburn, Jane Fonda",,,1981,PG,109 min,Drama,"In his final role, Henry Fonda plays Norman Thayer, a prickly retired professor who visits his Maine summer home with his loving wife Ethel (Hepburn). Soon, they are joined by their daughter Chelsea (Jane Fonda), her fiancé Bill, and his son Billy. Norman develops a bond with Billy, providing the framework for a summer in which the Thayers' strained relationships are finally allowed to heal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
